date,peak_load,valley_load,load_range,mean_load,std_load,load_factor,peak_time,valley_time,morning_mean,afternoon_mean,night_mean
2025-01-01,353.36,53.36,300.0,171.2175,106.99966147511623,0.48454126103690287,07:30:00,22:15:00,291.416,256.484,88.61999999999999
2025-01-02,441.04,52.96,388.08000000000004,170.64166666666674,118.2879828453171,0.38690746115242775,08:15:00,03:00:00,322.252,243.58800000000002,87.012
2025-01-03,512.48,54.96,457.52000000000004,198.53166666666655,147.8521225283572,0.3873939796024558,08:00:00,00:00:00,401.52399999999994,283.03999999999996,86.63199999999998
2025-01-04,118.64,64.24,54.400000000000006,90.14416666666669,14.504182748193104,0.7598125983367051,07:30:00,16:00:00,109.00800000000001,74.47200000000001,92.53600000000003
2025-01-05,323.36,98.56,224.8,158.1333333333333,58.853618422349435,0.4890318324261915,06:30:00,00:00:00,258.95599999999996,135.592,125.63200000000002
2025-01-06,726.64,73.6,653.04,240.69166666666675,185.94156373875646,0.33123921978788223,07:45:00,22:15:00,518.8280000000001,282.78799999999995,92.732
2025-01-07,721.68,73.84,647.8399999999999,253.43500000000014,198.60380527440483,0.35117365037135595,07:45:00,22:15:00,554.1560000000001,305.50000000000006,95.86799999999998
2025-01-08,726.16,66.8,659.36,258.8566666666667,202.0057427149648,0.3564733208475635,07:45:00,22:15:00,560.42,327.40399999999994,96.51199999999999
2025-01-09,649.36,57.04,592.32,220.30333333333328,176.6462565317099,0.3392622479569627,07:00:00,23:45:00,475.66,279.47200000000004,87.88399999999999
2025-01-10,495.04,54.32,440.72,191.43500000000006,140.9541475874522,0.38670612475759547,07:00:00,00:00:00,389.4799999999999,266.244,89.564
2025-01-11,149.92,69.76,80.15999999999998,112.25916666666666,20.778196652749987,0.7487938011383849,20:45:00,00:00:00,109.708,116.10799999999999,136.708
2025-01-12,349.36,89.92,259.44,181.9291666666667,77.18463931810956,0.5207498473398978,06:45:00,15:30:00,310.35200000000003,147.00400000000002,124.67999999999998
2025-01-13,668.72,63.28,605.44,276.7191666666667,194.97738729707348,0.4138042329624756,07:00:00,22:15:00,552.028,347.8759999999999,87.66400000000002
2025-01-14,693.6,59.04,634.5600000000001,228.60166666666672,184.91424747514245,0.3295871780084583,07:15:00,23:45:00,496.2640000000001,293.40399999999994,84.89200000000001
2025-01-15,642.96,56.0,586.96,202.75166666666658,174.23542499591974,0.3153410269171746,07:00:00,22:45:00,475.22400000000005,229.40400000000005,79.09199999999998
2025-01-16,567.12,54.4,512.72,205.35833333333332,162.4897195690054,0.36210737292518924,07:45:00,01:00:00,426.23199999999997,291.5319999999999,83.816
2025-01-17,593.04,57.68,535.36,204.74333333333337,162.95057551402172,0.34524371599442427,07:30:00,01:45:00,446.37199999999996,266.832,82.94
2025-01-18,145.76,64.16,81.6,100.15250000000002,18.2172159754101,0.6871055159165753,23:30:00,00:00:00,107.24000000000001,82.88000000000001,117.68000000000002
2025-01-19,324.16,105.84,218.32000000000002,177.72249999999997,67.73472263563436,0.5482554911154984,07:00:00,15:00:00,291.9040000000001,151.888,128.688
2025-01-20,756.16,70.72,685.4399999999999,263.24333333333345,202.1331302966161,0.34813178868669786,07:45:00,22:15:00,553.1720000000003,333.412,87.788
2025-01-21,750.56,76.24,674.3199999999999,248.52083333333337,202.97088417419903,0.3311138794144817,07:30:00,22:00:00,550.2480000000002,305.9,88.58000000000001
2025-01-22,721.28,70.88,650.4,243.93583333333342,194.22072240063508,0.33819852669328615,07:30:00,22:15:00,530.24,301.488,92.19200000000004
2025-01-23,656.4,68.72,587.68,226.22083333333333,176.77546131011366,0.34463868576071505,07:30:00,22:30:00,473.1,304.41999999999996,85.784
2025-01-24,730.96,81.04,649.9200000000001,248.73333333333346,189.07873293345108,0.34028309802633994,07:30:00,00:15:00,531.572,309.88800000000003,107.66000000000001
2025-01-25,134.8,65.2,69.60000000000001,100.86500000000002,20.286694005781488,0.7482566765578637,06:45:00,15:45:00,119.66399999999996,74.1,91.71599999999998
2025-01-26,293.04,76.56,216.48000000000002,142.25416666666663,61.3076568012197,0.48544282919282905,06:30:00,16:15:00,242.584,125.13999999999999,97.95199999999998
2025-01-27,728.24,56.0,672.24,230.87666666666667,198.961401274702,0.31703376176352116,07:30:00,23:45:00,536.788,253.21999999999997,76.34
2025-01-28,531.36,55.6,475.76,213.30916666666664,167.09050017827036,0.4014400155575629,07:45:00,00:00:00,426.26000000000005,313.75999999999993,88.008
2025-01-29,654.8,80.32,574.48,236.84166666666647,180.40509717776632,0.361700773773162,08:00:00,00:45:00,497.74800000000005,296.23199999999997,103.168
2025-01-30,732.0,78.32,653.6800000000001,260.84583333333353,205.74865148201255,0.3563467668488163,07:45:00,23:30:00,561.0040000000001,329.652,97.26400000000001
2025-01-31,697.84,84.4,613.44,259.51916666666665,193.43096282744105,0.37188921051625967,07:30:00,00:15:00,537.1360000000001,351.69200000000006,114.06799999999998
2025-02-01,211.52,126.16,85.36000000000001,164.95499999999998,23.58064451598967,0.7798553328290467,09:15:00,00:00:00,195.224,143.13599999999997,171.35200000000003
2025-02-02,389.2,71.12,318.08,181.4375,101.13823250227487,0.46618062692702983,06:15:00,16:30:00,346.71600000000007,135.304,90.13600000000001
2025-02-03,783.04,59.36,723.68,255.29666666666677,214.56543905085863,0.3260327271488899,07:00:00,23:15:00,573.628,320.768,82.18800000000002
2025-02-04,816.32,59.6,756.72,247.5616666666667,216.7839440872757,0.303265467790409,07:30:00,23:45:00,573.6479999999999,302.26800000000003,78.94000000000001
2025-02-05,603.6,54.32,549.28,183.17833333333328,159.39535413335685,0.30347636403799416,07:30:00,23:15:00,430.63599999999997,203.272,74.148
2025-02-06,492.96,51.6,441.35999999999996,162.19666666666666,128.96652976372684,0.32902601969057665,07:30:00,23:15:00,355.89199999999994,196.404,72.308
2025-02-07,306.72,50.64,256.08000000000004,141.59833333333333,83.44185897241225,0.4616534081029386,08:45:00,04:00:00,238.796,200.528,83.824
2025-02-08,92.72,60.32,32.4,70.66583333333332,7.675854098427801,0.7621422922059246,23:30:00,15:00:00,68.412,64.02,79.84399999999998
2025-02-09,288.88,85.52,203.36,152.44583333333335,68.34529372264842,0.5277133527185452,07:00:00,00:30:00,255.11600000000004,150.384,117.9
2025-02-10,770.96,68.08,702.88,256.3625,211.56732011596836,0.3325237366400332,07:30:00,23:15:00,586.8,283.39199999999994,85.93199999999999
2025-02-11,740.08,53.36,686.72,216.9374999999999,196.27272135314274,0.29312709436817624,07:00:00,22:30:00,528.2,226.084,76.72
2025-02-12,535.52,51.68,483.84,176.47833333333324,150.12337112253036,0.3295457374763468,07:15:00,22:45:00,411.03600000000006,200.98399999999998,71.48400000000001
2025-02-13,320.72,51.44,269.28000000000003,139.2166666666667,90.14799633662845,0.434075413652615,08:00:00,00:30:00,256.432,194.79200000000006,71.89200000000001
2025-02-14,318.8,52.96,265.84000000000003,147.00916666666666,87.68725699494907,0.4611328941865328,16:15:00,00:15:00,227.97600000000003,242.31199999999995,84.36
2025-02-15,127.6,69.28,58.31999999999999,97.90249999999999,15.28133012948532,0.7672609717868338,23:45:00,17:30:00,110.84400000000002,80.376,98.72399999999999
2025-02-16,358.56,60.32,298.24,152.87583333333336,92.73949996649263,0.42636053473151875,06:15:00,16:00:00,302.6360000000001,128.196,73.98400000000001
2025-02-17,626.16,70.72,555.4399999999999,222.53166666666684,181.0195391760479,0.35539106085771505,07:00:00,22:00:00,486.5360000000002,288.104,85.196
2025-02-18,663.84,67.28,596.5600000000001,206.30999999999995,165.95762543492845,0.3107827187274041,07:15:00,01:30:00,451.7159999999999,257.48400000000004,90.66399999999999
2025-02-19,627.28,61.52,565.76,214.42083333333323,169.7349990002475,0.34182635080559437,07:30:00,23:15:00,467.456,269.284,77.816
2025-02-20,411.36,57.44,353.92,173.76666666666677,118.70051459709026,0.4224199403604307,07:00:00,02:15:00,309.84800000000007,266.284,87.78399999999999
2025-02-21,348.88,56.4,292.48,160.0575,104.51870949109643,0.4587752235725751,08:45:00,23:30:00,285.928,238.76400000000004,76.50399999999999
